Codigo;Produto ;Tipo;Arg1;Arg2;Arg3;DataInicio;DataFinal;Setor
296133;Advocate Cat 1 X 0,4 Ml (gatos At 4kg);FIDELIDADE;112.99;96.04;;02/07/2026;30/09/2026;Farmacia
14850;Neopet Gatos 0.32 Ml At 8kg;FIDELIDADE;32.99;26.39;;03/09/2026;30/09/2026;Farmacia
296213;Antipulgas Banni Ces 4,02ml;FIDELIDADE;73.99;59.19;;03/09/2026;30/09/2026;Farmacia
304027;Revolution Plus At 2.5kg 3 Pipetas;FIDELIDADE;256.99;218.44;;02/07/2026;30/09/2026;Farmacia
304588;Antipulgas Combo Banni 3 0,30 Ml;FIDELIDADE;144.99;115.99;;03/09/2026;30/09/2026;Farmacia
277562;Neopet Ces At 10kg 0,67 Ml Com 3 Pipetas;FIDELIDADE;69.99;55.99;;03/09/2026;30/09/2026;Farmacia
278550;Ectocid Spot On 20 A 40kg 2,68ml;FIDELIDADE;46.99;37.59;;03/09/2026;30/09/2026;Farmacia
17375;Revolution Caes 10 A 20 Kg 1.0 Ml;FIDELIDADE;139.99;118.99;;02/07/2026;30/09/2026;Farmacia
295625;Advocate Caes 10 At 25kg 2,5ml;FIDELIDADE;131.99;112.19;;02/07/2026;30/09/2026;Farmacia
304030;Revolution Plus 5.1kg A 10kg;FIDELIDADE;122.99;104.54;;02/07/2026;30/09/2026;Farmacia
302112;Bravecto Transdermal Dog 500mg;FIDELIDADE;280.59;210.44;;02/07/2026;30/09/2026;Farmacia
302113;Bravecto Transdermal Dog 1000mg;FIDELIDADE;323.09;242.32;;02/07/2026;30/09/2026;Farmacia
276637;Antipulgas Banni 3 0,90 Ml;FIDELIDADE;79.99;63.99;;03/09/2026;30/09/2026;Farmacia
301643;Advocate Cat 1 X 0.8 Ml;FIDELIDADE;125.99;107.09;;02/07/2026;30/09/2026;Farmacia
277561;Neopet Gatos At 8 Kg 0,32 Ml Com 3 Pipetas;FIDELIDADE;65.99;52.79;;03/09/2026;30/09/2026;Farmacia
41172;Defend Pro Gatos;FIDELIDADE;32.99;26.39;;13/08/2026;09/09/2026;Farmacia
302111;Bravecto Transdermal Dog 250mg;FIDELIDADE;238.59;178.94;;02/07/2026;30/09/2026;Farmacia
302108;Bravecto Transdermal Dog 112.5mg;FIDELIDADE;197.99;148.49;;02/07/2026;30/09/2026;Farmacia
303573;Biocanis Probiotico Pro 14g;FIDELIDADE;46.99;37.59;;03/09/2026;30/09/2026;Farmacia
35733;Probiotico Pet 14g Avert;FIDELIDADE;45.99;30.99;;03/09/2026;30/09/2026;Farmacia
35147;Ativi Cart 40 Mg;FIDELIDADE;184.99;147.99;;03/09/2026;30/09/2026;Farmacia
303609;Ograx Senior 5 Cap X 30;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Farmacia
16516;Ograx-3 500 Mg 30 Comp;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Farmacia
26826;Ograx-3 1500 Mg 30 Capsulas;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Farmacia
302547;Ograx Baby 30 Ml;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Farmacia
23969;Hepguard 30 Comp;FIDELIDADE;109.99;60.99;;03/09/2026;30/09/2026;Farmacia
303610;Ograx Senior 10 Cap X 30;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Farmacia
303038;Ograx Plus 5;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Farmacia
16928;Ograx-3 1000 Mg 30 Comp;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Farmacia
303039;Ograx Plus 15;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Farmacia
41788;Ograx Gatos 30 Capsulas;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Farmacia
276341;Longil Snacks 30 Tabletes;FIDELIDADE;102.99;82.39;;03/09/2026;30/09/2026;Farmacia
276340;Kardio 30g;FIDELIDADE;102.99;82.39;;03/09/2026;30/09/2026;Farmacia
5028;Metacell Pet 50 Ml;FIDELIDADE;62.99;50.39;;03/09/2026;30/09/2026;Farmacia
301754;Seren Snacks;FIDELIDADE;104.99;83.99;;03/09/2026;30/09/2026;Farmacia
3199;Energy Pet 125 Ml;FIDELIDADE;56.99;45.59;;03/09/2026;30/09/2026;Farmacia
301759;Rennaiz Snacks;FIDELIDADE;172.99;138.39;;03/09/2026;30/09/2026;Farmacia
276337;Seren Pasta 30g;FIDELIDADE;94.99;75.99;;03/09/2026;30/09/2026;Farmacia
301755;Plenipil Snacks;FIDELIDADE;129.99;103.99;;03/09/2026;30/09/2026;Farmacia
276343;Plenipil Snacks 30 Tabletes;FIDELIDADE;121.99;97.59;;03/09/2026;30/09/2026;Farmacia
301757;Imuness Snacks;FIDELIDADE;119.99;95.99;;03/09/2026;30/09/2026;Farmacia
301758;Uree Snacks;FIDELIDADE;144.99;115.99;;03/09/2026;30/09/2026;Farmacia
276342;Plenipil 30g;FIDELIDADE;81.59;65.27;;03/09/2026;30/09/2026;Farmacia
301756;Longil Snacks;FIDELIDADE;119.99;95.99;;03/09/2026;30/09/2026;Farmacia
276335;Uree Snacks 30 Tabletes;FIDELIDADE;124.99;99.99;;03/09/2026;30/09/2026;Farmacia
8703;Top Dog 10 Kg Cx C/ 4 Comp;FIDELIDADE;79.99;63.99;;03/09/2026;30/09/2026;Farmacia
41169;Totalis Medium 04 Comp;FIDELIDADE;72.99;58.39;;13/08/2026;09/09/2026;Farmacia
41170;Totalis Maxi 02 Comp;FIDELIDADE;91.99;73.59;;13/08/2026;09/09/2026;Farmacia
41168;Totalis Mini 02 Comp;FIDELIDADE;36.99;29.59;;13/08/2026;09/09/2026;Farmacia
8702;Top Dog 2.5 Kg Cx C/ 4 Comp;FIDELIDADE;42.99;34.39;;03/09/2026;30/09/2026;Farmacia
8704;Top Dog 30 Kg C/ 2 Comp;FIDELIDADE;96.95;77.56;;03/09/2026;30/09/2026;Farmacia
441;Areia Pipicat Classic 4kg;PAGLEV;6;5;;03/09/2026;16/09/2026;Areias
13564;Areia Pipicat Multcat 12kg Pb;OUTRA_D;25.00%;2;;03/09/2026;23/09/2026;Areias
302567;My Cattie Classic 4kg;FIDELIDADE;14.99;9.99;;06/08/2026;30/09/2026;Areias
302569;My Cattie Floral 4kg;FIDELIDADE;19.99;13.99;;06/08/2026;30/09/2026;Areias
303638;Granulado Progato Vida Clean 4kg;OUTRA_D;50.00%;2;;03/09/2026;16/09/2026;Areias
303477;Granulado Progato Vida Comfort 4kg;OUTRA_D;50.00%;2;;03/09/2026;16/09/2026;Areias
276858;Xixi No Pode My Doggie 500ml;FIDELIDADE;19.99;17.99;;02/07/2026;30/09/2026;Higiene
39478;Tapete Xixi Facil Pop Furacao Pet;FIDELIDADE;50.99;40.79;;03/09/2026;30/09/2026;Higiene
23913;Banheira Gato Classic Furacao Pet Azul;FIDELIDADE;30.99;24.79;;03/09/2026;30/09/2026;Higiene
39596;Banheira Gato Joy Furacao Pet Vermelha;FIDELIDADE;14.99;11.99;;03/09/2026;30/09/2026;Higiene
23914;Banheira Gato Classic Furacao Pet Black;FIDELIDADE;30.99;24.79;;03/09/2026;30/09/2026;Higiene
39598;Banheira Gato Joy Furacao Pet Black;FIDELIDADE;14.99;11.99;;03/09/2026;30/09/2026;Higiene
25919;Banheira Gato Classic Furacao Pet Rosa;FIDELIDADE;30.99;24.79;;03/09/2026;30/09/2026;Higiene
25918;Banheira Gato Classic Furacao Pet Branca;FIDELIDADE;30.99;24.79;;03/09/2026;30/09/2026;Higiene
39597;Banheira Gato Joy Furacao Pet Rosa;FIDELIDADE;14.99;11.99;;03/09/2026;30/09/2026;Higiene
23915;Banheira Gato Classic Furacao Pet Vermelha;FIDELIDADE;30.99;24.79;;03/09/2026;30/09/2026;Higiene
39451;Banheira Gato Joy Furacao Pet Azul;FIDELIDADE;14.99;11.99;;03/09/2026;30/09/2026;Higiene
276857;Banho A Seco My Doggie 500ml;FIDELIDADE;22.99;18.99;;02/07/2026;30/09/2026;Higiene
276854;Creme Condicionador My Doggie 500g;FIDELIDADE;19.99;14.99;;02/07/2026;30/09/2026;Higiene
276856;Gel Dental Menta My Doggie 60g;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Higiene
276855;Gel Dental Tutti Frutti My Doggie 60g;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Higiene
28572;Soft Care Oto Clean Up 100 Ml;FIDELIDADE;62.99;53.54;;03/09/2026;30/09/2026;Higiene
20953;Lencos Umed Chalesco C/ 80 Toalhas American Pets;FIDELIDADE;23.99;19.19;;03/09/2026;30/09/2026;Higiene
31201;Sh Pet Society Super Premium Neutro 300ml;FIDELIDADE;66.99;53.59;;13/08/2026;30/09/2026;Higiene
276853;Shampoo 5x1 My Doggie 500ml;FIDELIDADE;18.99;14.99;;02/07/2026;30/09/2026;Higiene
29786;Sh Pet Society Beeps Branqueador 500ml;FIDELIDADE;40.99;32.79;;13/08/2026;30/09/2026;Higiene
31202;Sh Pet Society Pelo Claro Para Cao-gato 300ml;FIDELIDADE;68.99;55.19;;13/08/2026;30/09/2026;Higiene
29788;Sh Pet Society Beeps Filhote 500ml;FIDELIDADE;40.99;32.79;;13/08/2026;30/09/2026;Higiene
29789;Sh Pet Society Beeps 2 Em 1 500ml;FIDELIDADE;42.99;34.39;;13/08/2026;30/09/2026;Higiene
276852;Shampoo Filhotes My Doggie 500ml;FIDELIDADE;18.99;14.99;;02/07/2026;30/09/2026;Higiene
29791;Sh Pet Society Beeps Neutro 500ml;FIDELIDADE;39.99;31.99;;13/08/2026;30/09/2026;Higiene
31200;Sh Pet Society Filhote Pele Sensivel 300ml;FIDELIDADE;72.99;58.39;;13/08/2026;30/09/2026;Higiene
10723;Tapete Higienico Chalesco 60x90cm 30 Unid;FIDELIDADE;94.99;85.49;;03/09/2026;30/09/2026;Tapetes
304679;Tapete Higienico Au Pads 80x60 Com 30 Unidades;FIDELIDADE;79.99;69.99;;20/08/2026;30/09/2026;Tapetes
37840;Tapete Higienico Petcamp Alta Absorcao 30 Unid;PARTIR_P;2;69.90;;03/09/2026;30/09/2026;Tapetes
276861;Tapete Higienico My Doggie 80x60 - 07 Unid;PARTIR_P;2;19.99;;02/07/2026;30/09/2026;Tapetes
303160;Tapete Higinico Nukys Pads 30un;FIDELIDADE;66.90;59.90;;03/09/2026;30/09/2026;Tapetes
7335;Tapete Higienico Nukys Pads 50 Unid;FIDELIDADE;106.99;99.90;;03/09/2026;30/09/2026;Tapetes
303094;Zz Tapete Higienico Ouro Fino Neutro 80cmx60cm Com 03 Uni (brinde);BRINDE;1;0.01;;03/09/2026;04/11/2026;Tapetes
7336;Tapete Higienico Nukys Pads 7 Unid;PARTIR_P;2;13.99;;02/07/2026;30/09/2026;Tapetes
303422;Nectar Beija Flor Fruta Vermelha 500ml;FIDELIDADE;7.69;6.15;;27/08/2026;23/09/2026;Roedores
301620;Molho Cao Para Racao Churrasco 250gr;OUTRA_D;50.00%;2;;27/08/2026;23/09/2026;Petiscos Caes
302139;Molho Cao Para Racao Frango 250gr;OUTRA_D;50.00%;2;;27/08/2026;23/09/2026;Petiscos Caes
301619;Molho Cao Para Racao Carne 250gr;OUTRA_D;50.00%;2;;27/08/2026;23/09/2026;Petiscos Caes
301621;Molho Cao Para Racao Barbecao 250gr;OUTRA_D;50.00%;2;;27/08/2026;23/09/2026;Petiscos Caes
296246;Longcare Nutrimun 250g;FIDELIDADE;40.99;30.74;;03/09/2026;30/09/2026;Petiscos Caes
35768;Petiscao Petisco Bifinho Petisquinho Frango 250gr;OUTRA_D;25.00%;2;;03/09/2026;16/09/2026;Petiscos Caes
304090;Au Fil Sabor Carne 60g;PAGLEV;3;2;;02/07/2026;30/09/2026;Petiscos Caes
304093;Au Fil Sabor Frango 500g;FIDELIDADE;31.99;26.99;;02/07/2026;30/09/2026;Petiscos Caes
296250;Longcare Cordeiro 250g;FIDELIDADE;40.99;30.74;;03/09/2026;30/09/2026;Petiscos Caes
296242;Longcare Fit 250g;FIDELIDADE;40.99;30.74;;03/09/2026;30/09/2026;Petiscos Caes
35766;Petiscao Petisco Bifinho Petisquinho Carne 500gr;OUTRA_D;25.00%;2;;03/09/2026;16/09/2026;Petiscos Caes
35769;Petiscao Petisco Bifinho Petisquinho Frango 500gr;OUTRA_D;25.00%;2;;03/09/2026;16/09/2026;Petiscos Caes
22628;Petiscao Bifinho Mastigavel Carne 250gr;OUTRA_D;25.00%;2;;03/09/2026;16/09/2026;Petiscos Caes
276371;Bifinho Due Derm 300g;PARTIR_P;2;19.99;;02/07/2026;30/09/2026;Petiscos Caes
276368;Bifinho Due Frutas 60g;PAGLEV;4;3;;02/07/2026;30/09/2026;Petiscos Caes
296240;Longcare Prot Hidrol 250g;FIDELIDADE;43.99;32.99;;03/09/2026;30/09/2026;Petiscos Caes
296244;Longcare Mobility 250g;FIDELIDADE;40.99;30.74;;03/09/2026;30/09/2026;Petiscos Caes
304091;Au Fil Sabor Frango 60g;PAGLEV;3;2;;02/07/2026;30/09/2026;Petiscos Caes
276365;Bifinho Due Anti-ox 60g;PAGLEV;4;3;;02/07/2026;30/09/2026;Petiscos Caes
276367;Bifinho Due Derm 60g;PAGLEV;4;3;;02/07/2026;30/09/2026;Petiscos Caes
296249;Longcare Cordeiro 50g;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
296239;Longcare Prot Hidrol 50g;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
296243;Longcare Mobility 50g;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
276369;Bifinho Due Anti-ox 300g;PARTIR_P;2;19.99;;02/07/2026;30/09/2026;Petiscos Caes
296248;Longcare Zen 250g;FIDELIDADE;40.99;30.74;;03/09/2026;30/09/2026;Petiscos Caes
276366;Bifinho Due Calm 60g;PAGLEV;4;3;;02/07/2026;30/09/2026;Petiscos Caes
35765;Petiscao Petisco Bifinho Petisquinho Carne 250gr;OUTRA_D;25.00%;2;;03/09/2026;16/09/2026;Petiscos Caes
296241;Longcare Fit 50g;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
296237;Longcare Salm E Tilap 50g;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
296247;Longcare Zen 50g;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
296238;Longcare Salm E Tilap 250g;FIDELIDADE;40.99;30.74;;03/09/2026;30/09/2026;Petiscos Caes
304092;Au Fil Sabor Carne 500g;FIDELIDADE;31.99;26.99;;02/07/2026;30/09/2026;Petiscos Caes
276370;Bifinho Due Calm 300g;PARTIR_P;2;19.99;;02/07/2026;30/09/2026;Petiscos Caes
276372;Bifinho Due Frutas 300g;PARTIR_P;2;19.99;;02/07/2026;30/09/2026;Petiscos Caes
783;Biscrok Adulto Raa Pequena 1kg;FIDELIDADE;38.99;29.99;;03/09/2026;16/09/2026;Petiscos Caes
276374;Biscoito Due Frutas Vermelhas 350g;FIDELIDADE;16.99;14.90;;03/09/2026;30/09/2026;Petiscos Caes
785;Biscrok Adulto Multi 1kg;FIDELIDADE;38.99;29.99;;03/09/2026;16/09/2026;Petiscos Caes
304150;Au Crock Biscoto Carne 1kg;FIDELIDADE;34.99;28.99;;02/07/2026;30/09/2026;Petiscos Caes
276375;Biscoito Due Indoor 350g;FIDELIDADE;16.99;14.90;;27/08/2026;30/09/2026;Petiscos Caes
781;Biscrok Adulto Raa Grande 1kg;FIDELIDADE;38.99;29.99;;03/09/2026;16/09/2026;Petiscos Caes
276083;Premier Cookie Adulto Porte Pequeno Pscoa 250gr;FIDELIDADE;18.90;9.99;;03/09/2026;30/09/2026;Petiscos Caes
41197;Golden Cookie Cao Adulto Pequeno Arraiau 350gr;FIDELIDADE;17.99;9.99;;03/09/2026;30/09/2026;Petiscos Caes
304151;Au Crock Biscoto Frango 1kg;FIDELIDADE;34.99;28.99;;02/07/2026;30/09/2026;Petiscos Caes
38700;Petisco Natural Farm Casco Bovino Recheado 2un;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
279093;Petisco Natural Farm Chifre Bovino 2un 238gr;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
279084;Petisco Natural Farm Mix Classico 139gr;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
29404;Ll Pet Petisco Osso No 4x5 1un;PAGLEV;3;2;;20/08/2026;09/09/2026;Petiscos Caes
303151;Humaita Natural Treats Partes Bovinas C/legumes 60g;OUTRA_D;30.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
29405;Ll Pet Petisco Osso No 4x5 Bacon;PAGLEV;3;2;;20/08/2026;09/09/2026;Petiscos Caes
279031;Due Sticks Rigido 6 Natural 500g;FIDELIDADE;17.99;13.99;;13/08/2026;23/09/2026;Petiscos Caes
40686;Ll Pet Petisco Orelha Bovina Com-shirink 1un;PAGLEV;3;2;;20/08/2026;09/09/2026;Petiscos Caes
29407;Ll Pet Petisco Osso No 8x9 1 Un;FIDELIDADE;34.99;29.74;;20/08/2026;09/09/2026;Petiscos Caes
39808;Petisco Natural Farm Casco Bovino 6un;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
279034;Due Sticks Rigido 8 Natural 9 Unid;PAGLEV;4;3;;03/09/2026;30/09/2026;Petiscos Caes
303153;Humaita Natural Treats Partes Sunas C/legumes 60g;OUTRA_D;30.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
27975;Ll Pet Petisco Palito Bovino;FIDELIDADE;27.99;23.79;;20/08/2026;09/09/2026;Petiscos Caes
32467;Ll Pet Petisco Prensado Com Aroma Bacon;PAGLEV;3;2;;20/08/2026;09/09/2026;Petiscos Caes
278981;Mastig Focinho Suino 2un;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
27962;Ll Pet Petisco Combo Bone 4-5 1un;FIDELIDADE;16.99;14.44;;20/08/2026;09/09/2026;Petiscos Caes
29412;Ll Pet Petisco Retriever 10 1un;FIDELIDADE;18.99;16.14;;20/08/2026;09/09/2026;Petiscos Caes
27969;Ll Pet Petisco Chips Bovino;FIDELIDADE;26.99;22.94;;20/08/2026;09/09/2026;Petiscos Caes
279037;Due Sticks Flexivel Menta 10 Unid;PAGLEV;4;3;;03/09/2026;30/09/2026;Petiscos Caes
279038;Due Sticks Flexivel Bacon 10 Unid;PAGLEV;4;3;;03/09/2026;30/09/2026;Petiscos Caes
301933;Mastig Osso 5-6 Colageno Carne 1p;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
303154;Humaita Natural Treats Partes Sunas C/ Frutas 60g;OUTRA_D;30.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
24856;Mastig Mini Retriver 4 Combo 3un;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
303152;Humaita Natural Treats Partes Bovinas C/ Frutas 60g;OUTRA_D;30.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
32465;Ll Pet Petisco Enroladinho 3un;FIDELIDADE;18.49;15.72;;20/08/2026;09/09/2026;Petiscos Caes
32471;Ll Pet Petisco Umero Bovino;FIDELIDADE;49.99;42.49;;20/08/2026;09/09/2026;Petiscos Caes
279036;Due Sticks Flexivel Natural 10 Unid;PAGLEV;4;3;;03/09/2026;30/09/2026;Petiscos Caes
301926;Mastig Pulmo Bovino 100g;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
32470;Ll Pet Petisco Femur Suino 1un;PAGLEV;3;2;;20/08/2026;09/09/2026;Petiscos Caes
279083;Petisco Natural Farm Mix 100gr;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
37131;Ll Pet Petisco Osso Prensado 4un;PAGLEV;3;2;;20/08/2026;09/09/2026;Petiscos Caes
279091;Petisco Natural Farm Mix Casco-chifre 4un 378gr;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
304201;Mastig - Roll 4 Colageno Carne 3 P;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
279092;Petisco Natural Farm Pe De Frango 5un 60gr;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
302751;Petisco Natural Farm File Sassami;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
29403;Ll Pet Petisco Osso No 2x3 3un;FIDELIDADE;16.49;14.02;;20/08/2026;09/09/2026;Petiscos Caes
27967;Ll Pet Petisco Combo Twister 3un;FIDELIDADE;20.99;17.84;;20/08/2026;09/09/2026;Petiscos Caes
301709;Mastig Sortido Natural 120gr;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
301708;Mastig Filezinho Chips 5 Un;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
38705;Petisco Natural Farm Osso Recheado Bacon 6 Pol 1un;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
301934;Mastig Osso 7-8 Colageno Carne 1p;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
301930;Mastig Moela De Frango 80g;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
24857;Mastig Mini Retriver 8 Combo 3un;PAGLEV;3;2;;03/09/2026;30/09/2026;Petiscos Caes
27966;Ll Pet Petisco Combo Roll Retriver 8 1un;FIDELIDADE;30.99;26.34;;20/08/2026;09/09/2026;Petiscos Caes
38701;Petisco Natural Farm Costela Bovina 6 Pol 6un;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
32468;Ll Pet Petisco Twist;PAGLEV;3;2;;20/08/2026;09/09/2026;Petiscos Caes
302753;Petisco Natural Farm Traqueia 4;OUTRA_D;50.00%;2;;03/09/2026;30/09/2026;Petiscos Caes
34556;Gellato Caes Morango 30gr;PAGLEV;3;2;;27/08/2026;23/09/2026;Petiscos Caes
34553;Gellato Caes Banana 30gr;PAGLEV;3;2;;27/08/2026;23/09/2026;Petiscos Caes
34554;Gellato Caes Carne 30gr;PAGLEV;3;2;;27/08/2026;23/09/2026;Petiscos Caes
302683;Pure Churu Cao Franco Com 4un De 14gr Cada 56gr;FIDELIDADE;24.99;19.99;;03/09/2026;09/09/2026;Petiscos Caes
302685;Pure Churu Cao Frango Salmao Com 4un De 14gr Cada 56gr;FIDELIDADE;24.99;19.99;;03/09/2026;09/09/2026;Petiscos Caes
302687;Pure Churu Cao Frango Vegetais Com 4un De 14gr Cada 56gr;FIDELIDADE;24.99;19.99;;03/09/2026;09/09/2026;Petiscos Caes
302686;Pure Churu Cao Frango Queijo Com 4un De 14gr Cada 56gr;FIDELIDADE;24.99;19.99;;03/09/2026;09/09/2026;Petiscos Caes
302684;Pure Churu Cao Atum Com 4un De 14gr Cada 56gr;FIDELIDADE;24.99;19.99;;03/09/2026;09/09/2026;Petiscos Caes
304089;Doogs Kit Auniversrio Snack Sortido 80gr;FIDELIDADE;22.89;19.99;;27/08/2026;23/09/2026;Petiscos Caes
279085;Snack Natural Farm Dental Pequeno 210gr;FIDELIDADE;21.49;18.27;;03/09/2026;30/09/2026;Petiscos Caes
276051;Dental & Gum Ras Pq 110g - 7 Un;PAGLEV;3;2;;02/07/2026;30/09/2026;Petiscos Caes
276050;Dental & Gum Ras Gd 120g - 3 Un;PAGLEV;3;2;;06/08/2026;30/09/2026;Petiscos Caes
279096;Snack Natural Farm Dental Regular 420gr;FIDELIDADE;41.99;35.69;;03/09/2026;30/09/2026;Petiscos Caes
17059;Pedigree Dentastix Rm 7 Sticks 180gr;FIDELIDADE;24.99;21.24;;03/09/2026;16/09/2026;Petiscos Caes
17053;Pedigree Dentastix Rp 7 Sticks 110gr;FIDELIDADE;19.99;16.99;;03/09/2026;16/09/2026;Petiscos Caes
276052;Dental & Gum Ras Md 170g - 7 Un;PAGLEV;3;2;;02/07/2026;30/09/2026;Petiscos Caes
276048;Dental & Gum Ras Pq 45g - 3 Un;PAGLEV;3;2;;06/08/2026;30/09/2026;Petiscos Caes
17055;Pedigree Dentastix Rg 7 Sticks 270gr;FIDELIDADE;33.69;28.64;;03/09/2026;16/09/2026;Petiscos Caes
279095;Snack Natural Farm Dental Mini 85gr;FIDELIDADE;10.99;9.34;;03/09/2026;30/09/2026;Petiscos Caes
276049;Dental & Gum Ras Md 70g - 3 Un;PAGLEV;3;2;;06/08/2026;30/09/2026;Petiscos Caes
276053;Dental & Gum Ras Gd 280g - 7 Un;PAGLEV;3;2;;06/08/2026;30/09/2026;Petiscos Caes
30428;Graminha Digestive Grass Caes Adulto 50gr;FIDELIDADE;12.99;9.99;;27/08/2026;23/09/2026;Petiscos Caes
295981;Pedigree Tasty Bites Leite 80gr;FIDELIDADE;9.99;8.49;;03/09/2026;16/09/2026;Petiscos Caes
34555;Gellato Caes Kiwi 30g;PAGLEV;3;2;;27/08/2026;23/09/2026;Petiscos Caes
295979;Pedigree Tasty Bites Carne 80gr;FIDELIDADE;9.99;8.49;;03/09/2026;16/09/2026;Petiscos Caes
295980;Pedigree Tasty Bites Frango 80gr;FIDELIDADE;9.99;8.49;;03/09/2026;16/09/2026;Petiscos Caes
22629;Petiscao Bifinho Palito Mastigavel Frango 250gr;OUTRA_D;25.00%;2;;03/09/2026;16/09/2026;Petiscos Caes
22627;Petiscao Bifinho Palito Mastigavel Carne 250gr;OUTRA_D;25.00%;2;;03/09/2026;16/09/2026;Petiscos Caes
302138;Molho Gato Para Racao Peixe 250gr;OUTRA_D;50.00%;2;;27/08/2026;23/09/2026;Petiscos Gatos
302137;Molho Gato Para Racao Carne 250gr;OUTRA_D;50.00%;2;;27/08/2026;23/09/2026;Petiscos Gatos
303578;Hana Petisco Gato Kibble Vitaguard 60gr;PAGLEV;3;2;;03/09/2026;16/09/2026;Petiscos Gatos
303420;Gellato Gato Carne 30gr;PAGLEV;3;2;;27/08/2026;23/09/2026;Petiscos Gatos
303421;Gellato Gato Yogurte 30gr;PAGLEV;3;2;;27/08/2026;23/09/2026;Petiscos Gatos
33495;Hana Petisco Gato Adulto Hairball Control 60gr;PAGLEV;3;2;;03/09/2026;16/09/2026;Petiscos Gatos
33497;Hana Petisco Gato Adulto Omega Complex 60gr;PAGLEV;3;2;;03/09/2026;16/09/2026;Petiscos Gatos
302918;Optimum Gato Petisco Pele Pelo 80gr;FIDELIDADE;9.99;8.49;;03/09/2026;16/09/2026;Petiscos Gatos
33498;Hana Petisco Gato Adulto Dental Care 60gr;PAGLEV;3;2;;03/09/2026;16/09/2026;Petiscos Gatos
33496;Hana Petisco Gato Adulto Ph Balance 60gr;PAGLEV;3;2;;03/09/2026;16/09/2026;Petiscos Gatos
302917;Optimum Gato Petisco Bola De Pelo 80gr;FIDELIDADE;9.99;8.49;;03/09/2026;16/09/2026;Petiscos Gatos
279026;Due Feline Nuggets Gatos Frango 80gr;OUTRA_D;30.00%;2;;03/09/2026;30/09/2026;Petiscos Gatos
303832;Due Feline Nuggets Gatos Salmo Bola De Pelo 40gr;PAGLEV;4;3;;02/07/2026;30/09/2026;Petiscos Gatos
303833;Due Feline Nuggets Gatos Carne 150gr;OUTRA_D;30.00%;2;;02/07/2026;30/09/2026;Petiscos Gatos
13939;Dreamies Gato Queijo 40gr;PAGLEV;3;2;;03/09/2026;16/09/2026;Petiscos Gatos
279028;Due Feline Nuggets Gatos Salmo 40gr;PAGLEV;4;3;;06/08/2026;30/09/2026;Petiscos Gatos
13938;Dreamies Gato Carne 40gr;PAGLEV;3;2;;03/09/2026;16/09/2026;Petiscos Gatos
279029;Due Feline Nuggets Gatos Frango 40gr;PAGLEV;4;3;;06/08/2026;30/09/2026;Petiscos Gatos
